review_id,review,label
17293,"finally i found an authentic korean bbq restaurant just right in my area, the owner is korean, the staffs are helpful, the price is a bit high but the atmosphere, the flavor and quality of food totally deserve that, i like their pans also, which have a special surface to prevent the meat from being too greasy and burned, definitely my fave spot",3
17294,"i often have to travel like a whole city to taste korean food, now i just have to walk there right style korean bbq, soju, VNĐ and amazing charcoal pan, wow i fall in love with this restaurant",3
17503,"small venue with no space to sit, our group has 3 ppl and cant even sit properly, my legs have to curled up the whole time the table in front of us has ppl and pushed everything back, we paid the same amount of money for tickets plus drinks, view was blocked, and we sit at the bottom toward the front too asked if they can do something, they told us well there are no other table available, we are not asking to switch table, just make it sitable",3
17824,"had dinner at french grill, due to personal agenda we have to reschedule for 30 minutes are were well accommodated, the food was great, ly and tobias was very friendly",3
17832,"not tasty, and the service is not good, the staffs look so tried and no energy, the beefs and porks seems to be very old, only good thing is just location, close to my house",3
17957,"been a big fan of royaltea for weeks i just come back to Việt Nam recently, but this is our first time to try this location, because the application shows they has coupon for here only, i think, we order 2, and yeah we cant finish it all, just 1/3 for each, its not not so deliciuos, its so bad i cant swallow, just so you guys know",3
18012,cowboy jacks saloon american dining,3
18071,"super delicious, also very nice location",3
18072,"the hanoi social club 6 hội vũ, hoàn kiếm, hà nội vegan pavlova ksuất sticky date pudding with cream butterscotch sauce ksuất hibiscus with mint cinnamon tea kấm vegan pavlova lúc đầu nhìn, thật sự không biết phải mô tả cái loại bánh này thế nào vì lần đầu tiên thấy một loại bánh có kết cấu dưới cứng, trên mềm đặc biệt thế này texture phần đế bánh khá cứng và giòn, tuy nhiên điều đặc biệt là ngoài phần đế bánh, vegan pavlova còn là sự kết hợp với whipped cream và một lớp hoa quả tươi ngon lành nên ăn rất thú vị chứ không tẻ nhạt như ăn bánh men, whipped cream rất ngon, hoa quả kèm theo bánh hiếm nơi nào được ngọt như ở đây, đế bánh cứng thơm mùi dừa, sticky date pudding with cream butterscotch sauce chiếc bánh thứ 2 tương tự với lava cake nhưng cốt bánh ngọt đã man như múc từng thìa đường bàn mình cũng gọi thêm cả chocolate orange cake bánh socola kèm một múi cam và flourless chocolate cake thì thấy tất cả đều rất ngọt, có lẽ là cố tình làm theo hương vị của nước ngoài ngọt hơn gấp n lần may gọi thêm 2 bình trà hibiscus hoa dâm bụt với bạc hà và quế nên ăn đỡ ngọt hơn hẳn",3
18304,"they make fake discount offers on facebook to get people in, and then charge people full price saying that offers are not applicable on specific days even though the dates are clearly mentioned hustlers location space fine, price too high compared to other restaurants, service low, had to ask several times, each time we ordered extra beverages quality low, several grill dish were cold, other places put the grilled meatseafood on special heaterscoal to keep the food hot",3
18674,"this little com ga place on ngo 4 ao sen in ha dong is amazing i have never tasted tamarind chicken like it, i have to visit here at least 2 times per week to get my fix, there is also a great side dish called nem chua ran which is pork with a deep fried batter made from tapioca starch, cassava plant, gluten free too, for my sins i have to have a bowl of tofu dessert, i never leave here feeling hungry but all that food never sits too heavy either, best of both worlds, even sitting on the floor is a nice unique experience in hanoi, recommend this place for something a bit different and tasty",3
18700,"their seasonned fried chicken is really crispy and tasty other dish are amazing too, especially their tteokbokki, a good place to try korean food, good quality for cheap price",3
18713,"very nice food service, gooe view and nice interior, well educated employees, reasonable prices, especially kebab, tandoori chicken was really awesome, we will definitely come back again",3
18716,"awesome this restaurant is a musttovisit place for everyone looking for indian cuisine in its real taste, rasm restaurant is very beautiful, excellent service, high quality food, super friendly staffs and nice view",3
18719,"you cannot find a better, you cannot find a better indian food in hanoi i know, ive looked, everything is delicious fresh, and the service is kind and prompt rasm knows how to do it right",3
18733,"i was a bit reluctant to try it out at first, because usually there are too many napkins and other stuff on the floor, i like clean places, but this place has a lot of people, and the duck place and roast chicken place that i like are nearby but not that close, this is walking distance, the main dish is goose, personally, having tried both the roasted and grilled, i like their roasted version, the roast is a bit plain, but they have this really tasty dipping sauce that is spicy and garlicky and goes really well, also they serve pickled radish like a slightly spicy fish sauce spicy radish, sometimes this is so so, but the last time i had it there, it was really good, the batch seemed a little bit fresher with a firmer texture, the last few times i have been, i have gotten the mixed vermicelli soup there are two different type of noodle available which has some type of meatball, blood curd and some greens, i am not sure exactly how to order, but once it came with some goose as well i just pointed to what someone else was having, i like pho, but when i am not in mood for pho, but in the mood for noodle soup, this is good, this place is crowded for a reason",3
18966,"very disappointed in service, 2 times in a row attended and had major issues with food, mistakes, delays, wrong order, tried to talk to owner about it and they were very rude and refused to acknowledge problem, seems to be a sudden change, maybe new management, avoid",3
19395,"st time came here to try and really satisfy with the foods, fast and nice service from staffs, i also love the design of the restaurant, make it so comfortable and relax for people to have meal here",3
19643,"i personally love indian food and tandoor resteraunt offers some really great indian dishes, i decided to go with gobi pakora for my starter which came with a mint chutney and spicy veggie chutney i wasnt too sure what was in it its basically cauliflour fritters and it was quite good i can honestly say, for my main i decided on chicken biryani which is flavored rice with spiced chicken, awesome, however the lighting on the second floor was not too good but it was alright",3
19858,"nice place to enjoy and relax, foods are very delicious and fresh, especially salats, im very impressed in cocktails, all staffs are so great and always smile, in here, i have a feeling that i am travelling in paris, if i have chance to come back hanoi, i sure come back ciel",3
19896,"the cafe serves food from around, to pm, beat to go around, when its not so busy, the place is clean and nicely decorated, the selection of food is great, clearly high quality and very well prepared, vnd, for a plate of rice and your choice of four sides, ive been coming here for almost three years now i used to live close by and still come back a lot, minh the owner speaks really good english and is very friendly, its a family run thing, and theyre all diamond people, also the drinks are noticably cheaper than in other cafes, highly recommended",3
19936,"patriot banh mi, very nice concept, even the hard to find hidden kind of location is adding some special touches to this banh mi, i tried bò gừng phần phối and tơp mờ bao cấp, fillings of both banh mi are unique and good enough with the price offered, pork is a bit fatty but maybe good to warm you up for cool weather, i hope to see the shop with same concept in saigon",3
20574,"restaurant berezka, is a ukrainian restaurant with warm and cozy interior, our lengthy menu covers both ukrainian and russian cuisines, we offer a comfy karaoke lounge with wide playbook of russian songs, we can also accommodate corporate and private events, if you are looking for a homey place where you can have homemade food that is deliciously prepared by our ukrainian chefs we will be happy to see you",3
21150,great place to taste special and healthy vietnamese tea,3
21539,"very amazing family run italian restaurant, truly authentic with almost everything made in house",3
21610,"located in the corner of street, not easy to find it, but very quiet and good spot to talk with friends, reasonable price with such a delicious foods, staffs are kind, served breads before meals also good, strongly recommend",3
21735,the best,3
22030,"điểm nhỏ đẹp rất phổ biến trong số khách du lịch và người dân địa phương, giá cả rất hợp lý và chất lượng của thực phẩm là tuyệt vời, họ cũng phục vụ bia địa phương và bạn có thể hút thuốc bên trong nếu bạn muốn, đó là một lợi thế đối với chúng tôi, nhưng những người khác có thể không thích điều đó",3
22082,"very good for service and food, ill come back, , marks",3
22174,"soft cake but less cream, its fine to me and really small, they said cm but it looks like cm",3
22515,"if youre looking for some craft beers in hanoi, this place is not to be missed, every night, i and my mate ended up here to eat and enjoy craft beers, we visit the place looking for some good ales they have a wide variety and the staff was really kind the place is really comfortable and seems really authentic, there are 17 craft beers on tap that change regularly plus numerous more in belgian beers, the food is good, they also serve vietnamese and western food with a reasonable price, it is definitely worth a visit when you are in hanoi",3
22634,"music is good, space is peaceful, but light inside is not good for reading, drinks are okay, decoration here will bring feelings of the olden time, but even if things here look old but should not let dirty and dusted, staff is not proactive to guest, i sit on second floor but i need to manage myself to figure out how to make the fan work, staff asked for money right when you order drink but didnt inform wifi password until guest asked, another thing is toilets door is difficult to lock, here has aircondition but i think it is just used to decorate or could be used to advertise that this place is well equiped",3
22668,"such an ideal and inspiring corner for working for me, it is not exaggerated to say that this café serves the best beverages in town, so far, we ordered london fog tea and houjicha latte, to be honest, we were wowed by their genuine and exquisite flavor, london fog will wake up your taste buds by the subtle aroma of cinnamon, the combination of cinnamon powder on top, a frothy cream layer and fragrant earl grey tea below generates an unmistakable savor lingering in your mouth postdrinking, which will urge you to go back to this place at least one more time, houjicha latte, a strange yet an attractive name to me, is a perfect harmony of authentic matcha tea and iceblended coconut milk, with just one sip of this beautiful drink, i could taste a specific balance of pleasant astringency and smooth sweetness from matcha, the presence of iceblended coconut milk is definitely a must to help you enjoy the richness and nuttiness of houjicha latte completely, last but not least, it is always the attitudes and manners of staffs which decide my secondtime visit to each café, and drop in warmly welcomed us with bright smiles despite hot weather outside we were really pleased with the hospitality of people here, guys, if you have time, just drop in only 50k for london fog and 60k for houjicha latte, reasonable price for highquality beverages, tamchimpan",3
22717,"nice and quite place, nice view to the park, flavor of the tea has less quality",3
22729,"hôm nay kiếm trên foody coi có chỗ nào ăn món vietnam thì thấy quán này trông hay hay nên đến ăn thử, khi mới vào thì thấy không gian thoáng mát, rộng rãi và sạch sẽ, nhân viên cũng nhiệt tình và nhanh nhẹn, đồ ăn gà nướng lần đầu tiên thấy 1 con gà vừa bé mà còn vừa còi, mùi vị được, ăn vừa miệng, rau muống xào thơm ngon và ăn ngon goi ngó sen cũng được cháo bò băm thơm ngon và mùi vị rất hấp dẫn đậu hũ chiên trứng muối món này ăn ngon và lạ nên thử, giá cả cũng được và không quá đắt, quán này nên đi cùng gia đình hoặc làm tiệc, các món ăn đều đem lại 1 cảm giác ấm cúng như là đồ mẹ nấu, came across this restaurant on foody and decided to give it a try with my family, the food is actually not bad, nice ambience and airy, we had an outdoor seat and it was really good, food is good and delicious, you should try their need porridge, stir fried kangkong and the fried tofu with salted eggs, the food give out the homely and warm feeling like your mums food, the price is reasonable and affordable, overall the experience is good and worth to go back, recommend for family outing or small gatherings",3
22873,"food was nice and service was perfect will visit again for sure, highly recommend korean bbq, fried chickens and korean style chinese noodle",3
23162,"went here for a drink and ended staying for dinner which was a delicious bbq buffet, the bar is on the top of the lasiesta central hotel, it may not be the highest sky bar but it has great views of the hoan kiem lake and nice breeze, the drinks were amazing especially sapa cocktail from the loviest manager, the dress code appeared to be quite casual, twillight has been from many bars i visited in hanoi one of the best and i will come back for sure",3
23478,i really enjoyed my lunch here good quallity and good service i think im gonna eat again soon,3
23697,"well located, helpful staff and of course tasty dishes, veg pakora is one of my favorites, you can even order a dish outside the menu if you wish, the owner is really thoughtful, thank you, keep up the good work",3
23875,"good value set lunches, simple food, great for a bottle for lunch",3
23891,"deliery is also so late churros, too dark to eat, perhaps oil is so old and bad quality, too dark churros i threw away once i get it, no eating, please do not order in here for your healthy",3
24095,"the hidden tea house in the quiet alley seemed like a good place to have a zen afternoon after lunch, but after settling in and ordering my tea, the loud teenagers started shrieking and giggling ruining the zen atmosphere, the tea recommended to me was so bitter no amount of sugar could do justice to it",3
25784,all my friends love it through drinks to place,3
25856,"fabulous i and my family came here last weekend, the food is delicious, i really like seafood here, very fresh, very good drink, staff are very enthusiastic to serve, beautiful, luxurious space, we will come here often",3
26017,"quý khách hàng mua mực khô vui lòng liên hệ hotline, website sieuthimuckho, com địa chỉ cs 521 cổ nhuế, hà nội cs 125 đại an, văn quán, hà đông",3
26093,"simple, easy, and fast, sot vang is a speciality, pho with stewed beef, for something more traditional, pho tai chin sliced steak is also popular",3
26179,"when life give you a cup, enjoy a cup of whale milk tea thewhaletea staystrong",3
26503,"i see so many muc nuong street shops around here, must be very popular place but, per piece is reasonable i am not sure, same price level as in japan, i like their work though, grilling directly on the charcoal and hit by small bat like things to loosen hardness of squid and stack high for good presentation, nice work",3
26658,"i often come here to eat with my friends, the food here is yummy, i often order the fried rice cause is very special great, i will recommend all my friends to come here, great location too",3
26709,"amazing service, and a fun place to have coffee with friends or colleagues, sit back and play games, read the books or just enjoy the nice view",3
27078,cake is not good americano is good,3
27212,"wow we reaally love this fresh juice store nước qua ba noi, we drank coconuts, carot ampamp pipeapple juice, mango juice, so good taste no sugar really friendly service this location you must come and experience",3
27336,"dont know where to start, great place to try any kind of unusual food, decor is beautiful, bar is full of all alcohol you can imagine, food is not bad, but we ordered all the weird ones, then difficult to judge on a regular basis, but service was a mess i mean a mess we were alone in the restaurant, it mean we had to serve 1 barmaid and 3 waiters plus cook and subcook but i don tôi know how many of them, we ordered 6 dishes, and beers, they manage to make 4 mistakes, that was more funny than actually boring, i dont have grief against them, they were nice and they say sorry and replace etc, but still, of mistake on one table, and the only table actually, for the price we would have expect more professionalism, anyway, i ll go back there, it was ok in general, we had good time and i m still curious about other weird specialties they have",3
27338,"came here for cha ca vietnamese fish cake during lunchtime, the meal was divine and i look forward to coming back here for seconds, please checkout this place and order the cha ca",3
30093,have good time wishing you lost of luck next tiem,3
32784,"quite beautiful place to stay and near everything we need as a customertourist, next to bidv tower and vietcombank hq, near the lake, ancient town, breakfast is not as i expected, not that quality for hotel quite a shame",3
32785,i wish i had this roof in my house,3
32786,"chilled bar with cheap price in the middle of the famous beer street, if they dont have any special event, youll need to pay only, for the entrance ticket included one drink, its space is quite small but usually crowded, i wonder why there are so many korean guys around whenever i go here, it seems this bar is the favorite place of korean people who visit hanoi, haha",3
32787,"i love the bubble tea here, its classy and tasty with several wellbalanced flavor selections, i usually get mint but sometimes i will get taro or chocolate, i was chided the other day by a comment on a đánh giá i made at another tea place, i had complained about being served iced milk tea in a plastic cup and was told that no one serves tea in a glass, well, this place does and the tea is for tea lovers, so here has been my regular stop",3
32790,"id be very worried about a coffee shop that stuggles to make something as basic as a black coffee, certainly tastes like they are using instant coffee rather than freshly ground, pity, ground floor stinks of cigarettes would advise using upstairs",3
32791,"butter chicken was not garnished with butter, but with margarine rice is no basmati quality, chicken is very dry",3
32792,"ga nuong xa bread here is the best ever i had, i cant put it here for u guys, its really great, but green thai tea is normal, not really good, its a bit bland and cold, thank u",3
32793,"very delicious and hot food, would definetely recommend",3
32794,have a good time wishing you lost of luck next tiem,3
32795,"excellent american food, the price is acceptable for the quality of food, i was happy to discover they have a brunch thực đơn the only downside is that it can get hot as its an open space, and there are only a few fans or perhaps its because im not used to the high humidity, great for families",3
32796,"nice atmosphere, the dj was spinning house music on a wednesday night it was food music for having conversations, cocktails are pretty good as its hard ro find a plave that can really do cocktails in vietnam, i would refommend their signature cocktails over the traditional options, there also appears to be a wode selection of wine, had an appetizer of crab fried soring rolls which was tasty as well",3
32797,"horrible experience, big food poisoning at this resturance in ba trieu, me and my friend went there to have lunch, firstly the waiters came with the thực đơn and ask us to decide so we took 2 pizza à la carte, 5 minutes later we notice that there were set lunch at their restaurant and that they cheated us to get the a la carte full price, so we ask to change and they said, sorry pizza are done already but we did waited more than 20 minutes more so it was also a lie, then just after lunch, we both felt dizzy and stomach not confortable, so we decided to back home and had to cancel all our meetings of the day, then we both vomited and felt bad for days and spend millions of vnđ in hospital becuase of their foods, we have contacted them and what they can do is only saying they are sorry and putting someone on the phone that doesnt even speak well english, so the point it, never go to this place anymore and i had to do a đánh giá to prevent people before going there, 5 years living in vietnam and this is the first time it happens to me",3
32798,"a unique themed restaurant with the concept of three kingdoms, eating there was a good experience, a beautiful looking dragon head hot pot and lavish wooden design, dim sum and kim sa are just super amazing, highly recommended to go and try out, a unique concept of self picking the meat embedded in sticks and a vast range of mushrooms, hand made noodle and sea food to choose from, give it a try guys, cheers",3
32799,"service and food was good, thực đơn had partial translation, waiter knew basic english which was good, he suggested a couple of dish instead we opted out for the lau bo being a hot pot fan, the soup broth was really clean, reminded me of the sweet sour soup with hints of tangyness and sweetness of pineapple and tomato, the drinks thực đơn wasnt listed with the main menu, theres two floors to the restaurant with half of the top floor exposed and overlooks the street, there was also portable airconditioning and fan unit to try keep cool, there was a degree of cleanliness aswell",3
32800,"the packaging for drinks needs to be improved, a coffee on the go cup is not ideal, and please do not add plastic straws, especially if the customer requests, i have ordered here several times, each time i add a note to not include plastic straws, each time they deliver with plastic straws",3
32801,"lovely ambiance we got at home moc today, food was perfect and staff are very nice and helpfull, surely, i will recommend it to my friends and i myself will come back regularly",3
32802,"nice place to have a light drinks with friends you can find a good corner to chit chat and stay away from people eyes foods here also very nice you must try green lobster pasta dont đặt món too much you can ask them to make one portion and share if you have only two person easy to park your car, that is one reason i love this place since hanoi is always hard to find a car park",3
32803,"my friend and i ventured out for brekkiebrunch and were certainly not disappointed beautiful veggie bun rien and probably the best summer rolls ive had in the last five months in vietnam, very nice iced tea too we had the kumquat one, delish, check it out",3
32804,"hide deep in back of alley, but customers are keep coming in, i tried banh duc, i really like their soup, also, tried banh da, tasty too, i definitely come here again",3
32805,"mint cà phê based in hanoi close to the cathedral st joseph, it is very cosy but what i like the most is all the good cocktails made by professionnal bartender, i recommend it for sure",3
32806,ill miss this one i hope theyll have this in the philippines when i go back toill sure to go back for you,3
32807,"good experience here in ha noi, i love fresh mango juice no sugar, ill be back next time, thank you",3
